Article Count,512,256,128
6,2,12,7,13.970910906791687
2,0,18,3,12.557800978422165
1,2,13,5,14.154447227716446
5,2,15,1,10.564305037260056
9,1,12,11,15.075175434350967
3,1,16,3,12.339852094650269
1,2,15,1,11.693924278020859
7,1,14,7,13.272250980138779
1,2,14,3,13.034039318561554
5,1,14,7,12.75902608036995
1,1,17,1,12.520836770534515
2,0,18,3,14.145538568496704
1,3,11,5,13.33542087674141
4,0,17,5,14.603637874126434
6,0,17,5,12.094093322753906
1,1,17,1,13.04954519867897
11,0,18,3,10.652226030826569
4,0,16,7,14.964012920856476
5,1,13,9,14.17921531200409
5,1,16,3,12.645679384469986
7,1,15,5,11.902247041463852
3,0,18,3,14.092937976121902
1,5,8,3,11.285390555858612
6,0,18,3,13.018203973770142
1,1,15,5,13.99896177649498
4,0,17,5,14.579527467489243
6,0,15,9,13.493385285139084
3,2,14,3,13.603952631354332
4,1,15,5,13.036417045280155
4,1,14,7,13.667169004678726
1,4,11,1,9.981441676616669
4,0,18,3,13.253619462251663
2,3,12,3,11.285676836967468
9,1,14,7,12.993638187646866
3,2,13,5,11.84483402967453
1,2,15,1,11.394503593444824
3,1,12,11,14.26918739080429
1,2,13,5,13.043263882398605
2,1,17,1,10.708191871643066
1,0,18,3,13.623873353004456
2,2,14,3,12.376582980155945
5,1,13,9,14.540632963180542
2,1,17,1,12.672087728977203
5,3,11,5,10.974697262048721
2,1,15,5,13.094101577997208
5,1,14,7,10.958849966526031
7,0,16,7,11.86504054069519
3,0,17,5,13.095485419034958
6,1,16,3,12.54965204000473
4,0,18,3,13.105347034920918
2,2,14,3,11.663589477539062
7,1,13,9,14.419205218553543
7,2,13,5,11.749897360801697
3,2,12,7,13.025634765625
3,2,13,5,12.886575818061829
1,2,15,1,11.481265008449554
5,0,18,3,13.037654638290405
7,0,18,3,11.764846593141556
3,2,10,11,13.202015578746796
2,0,18,3,12.447153806686401
3,2,12,7,12.691992819309235
1,0,17,5,16.189923256635666
2,0,15,9,17.032525539398193
4,0,19,1,12.54298061132431
9,0,18,3,12.708898931741714
6,0,18,3,13.081058233976364
5,2,12,7,12.446075797080994
7,1,15,5,12.388500660657883
5,1,15,5,12.975795179605484
7,1,15,5,12.632961720228195
9,0,16,7,13.964797049760818
2,2,14,3,13.32864260673523
8,2,11,9,13.000004142522812
4,1,16,3,10.589176207780838
3,4,9,5,10.770248591899872
6,0,16,7,16.028292417526245
3,3,8,11,13.74105116724968
6,1,15,5,11.06310224533081
5,0,18,3,13.388603806495667
1,3,11,5,13.5674399882555
5,3,11,5,9.99161383509636
6,0,18,3,14.117909133434296
6,1,15,5,13.385035008192062
5,1,11,13,14.900128543376923
4,0,18,3,12.455949872732162
3,2,15,1,11.688611686229706
6,0,17,5,14.495609909296036
1,0,18,3,13.121566206216812
10,1,15,5,12.066514797908718
4,1,14,7,14.01609718799591
1,3,12,3,12.202738106250763
3,1,16,3,12.937460839748383
5,0,17,5,12.603800654411316
8,1,14,7,12.823954165727129
7,1,13,9,14.588618367910385
4,1,16,3,12.789846733212471
2,2,13,5,12.59994187951088
8,2,14,3,12.39411249756813
5,1,14,7,12.401825517416
2,2,13,5,12.39615848660469
1,3,12,3,12.371576935052872
1,1,17,1,11.938716441392899
1,1,16,3,12.884476006031036
1,2,13,5,12.75604909658432
1,2,12,7,13.123419642448425
3,2,10,11,15.518255591392517
3,1,15,5,14.513043254613876
8,0,17,5,12.770968556404114
6,1,16,3,12.50139206647873
1,2,14,3,13.19176959991455
2,0,17,5,13.452050030231476
2,3,12,3,12.874647617340088
2,1,16,3,12.868095725774765
6,0,19,1,11.822910100221634
3,1,14,7,14.08925810456276
5,1,17,1,11.831066310405731
8,3,10,7,10.94164514541626
4,4,7,9,12.131820380687714
2,1,15,5,11.712174326181412
3,1,15,5,13.28348109126091
2,1,16,3,13.11224502325058
1,0,16,7,14.599526971578598
5,0,15,9,15.020889610052109
5,1,14,7,14.406968623399734
3,2,14,3,13.020552575588226
2,0,17,5,14.287607550621033
1,0,18,3,13.800303727388382
1,0,18,3,14.29728776216507
2,0,19,1,12.669689923524857
3,1,16,3,11.658725619316101
4,3,10,7,11.051427006721497
3,0,18,3,12.912360936403275
1,3,13,1,10.795644253492355
3,1,15,5,13.883532613515854
6,0,17,5,12.569006711244583
3,2,13,5,11.609465807676315
4,1,16,3,12.571938633918762
5,1,13,9,15.702166229486465
1,0,18,3,13.026857495307922
1,1,14,7,12.38110089302063
4,1,16,3,12.375246316194534
4,0,17,5,13.279768168926239
5,1,16,3,11.69732540845871
7,1,13,9,15.245829433202744
1,1,15,5,13.071972787380219
4,1,15,5,12.942803800106049
1,0,18,3,13.202757000923157
1,2,13,5,13.194606363773346
9,1,15,5,13.485167890787125
1,0,19,1,13.734847694635391
4,3,12,3,11.449253916740417
1,3,13,1,12.456853047013283
2,0,17,5,14.918429717421532
8,0,18,3,11.62310528755188
3,3,11,5,11.99760103225708
4,2,11,9,15.326179444789886
1,1,14,7,13.710105985403061
3,1,16,3,11.738830655813217
8,0,16,7,13.455071747303009
4,1,16,3,13.37148767709732
5,1,14,7,13.374900370836258
1,2,15,1,11.443940877914429
5,0,17,5,11.018783062696457
1,1,12,11,14.928982883691788
3,1,15,5,12.175456941127777
1,2,12,7,14.403530359268188
6,1,14,7,14.060665220022202
4,3,12,3,11.63916501402855
4,1,17,1,12.128392666578293
1,4,11,1,10.468092173337936
5,1,14,7,12.700269609689713
3,0,17,5,12.356641203165054
8,1,15,5,11.849081635475159
5,0,17,5,12.194860637187958
2,3,13,1,12.921537846326828
2,0,15,9,14.6108677983284
5,0,17,5,14.162896007299423
2,3,12,3,11.580165773630142
5,0,18,3,13.376220524311066
5,1,13,9,15.70514640212059
3,2,12,7,12.013459348744757
2,4,10,3,11.200392305850983
4,1,15,5,12.880125612020493
2,1,16,3,13.732070565223694
8,2,12,7,13.302505493164062
4,0,18,3,14.209300071001053
5,2,13,5,12.295594930648804
2,1,16,3,14.033128559589386
5,0,18,3,12.251157134771347
2,2,14,3,12.633786171674728
6,0,17,5,13.364321112632751
3,3,11,5,12.25505855679512
7,0,18,3,12.59839016199112
1,1,15,5,13.55618405342102
2,0,15,9,16.021963119506836
8,2,11,9,13.223151549696922
8,1,13,9,13.567913502454758
4,0,16,7,14.433365792036057
9,3,10,7,10.760415762662888
3,1,16,3,12.09110513329506
4,1,15,5,13.687096327543259
4,1,15,5,12.943680584430695
8,1,13,9,12.63449114561081
