Article Count,512,256,128
10,1,13,9,12.04794442653656
5,1,12,11,13.916002213954926
10,1,13,9,11.915405035018921
1,4,8,7,11.94579353928566
1,1,9,17,17.806891456246376
5,1,9,17,15.72706264257431
2,4,10,3,10.976769715547562
1,3,8,11,14.50513544678688
14,5,5,9,9.753083974123001
1,1,7,21,17.939703434705734
1,2,14,3,12.670669823884964
18,1,9,17,13.606586456298828
3,3,7,13,13.980602025985718
15,3,7,13,12.435795158147812
10,4,9,5,9.518390834331512
1,3,5,17,14.423963874578476
14,2,12,7,11.753122866153717
4,2,13,5,10.862760335206985
6,6,3,9,9.961270123720169
14,1,16,3,11.266860693693161
14,2,10,11,12.705790728330612
2,5,5,9,11.40996178984642
3,1,14,7,12.263147979974747
3,4,8,7,11.658116608858109
1,4,4,15,14.440465927124023
9,3,9,9,11.330284982919693
1,2,9,13,15.508756071329117
8,4,8,7,10.969758868217468
8,3,9,9,11.30062386393547
7,2,10,11,12.610897958278656
3,3,10,7,12.309097349643707
14,2,11,9,11.5115427672863
4,2,14,3,10.563571065664291
13,3,11,5,10.715296149253845
1,2,11,9,13.256437063217163
4,5,6,7,11.167896121740341
1,4,9,5,10.692538321018219
15,2,10,11,13.022962719202042
4,6,6,3,9.293414384126663
3,0,17,5,12.872616469860077
1,3,11,5,12.56035801768303
8,2,13,5,10.914134174585342
4,2,13,5,12.149727135896683
10,2,10,11,12.014648407697678
12,2,13,5,11.154456615447998
2,3,7,13,14.375914484262466
6,3,7,13,11.541103065013885
2,2,13,5,11.519531309604645
5,3,7,13,13.765880733728409
10,4,9,5,10.70729050040245
11,2,11,9,11.990723013877869
6,1,12,11,13.61554878950119
10,2,10,11,12.648269414901733
10,3,11,5,11.173979848623276
3,3,9,9,11.71661725640297
3,4,7,9,12.5265351831913
10,1,14,7,12.003617584705353
10,2,10,11,12.468779563903809
15,2,14,3,10.012560933828354
3,8,3,1,6.687411189079285
9,2,10,11,11.742849111557007
8,0,16,7,14.029554516077042
10,2,11,9,12.823248356580734
4,1,14,7,12.814592629671097
8,2,9,13,13.081041276454926
10,3,8,11,11.931883692741394
2,2,10,11,13.034539848566055
15,3,9,9,11.823354423046112
1,4,6,11,12.338130444288254
6,2,9,13,14.015318483114243
8,2,11,9,11.2792589366436
2,4,5,13,14.339764654636383
10,2,11,9,12.778976052999496
4,2,12,7,11.97914668917656
1,2,10,11,14.023708254098892
10,2,11,9,12.670339554548264
5,2,10,11,13.42648121714592
9,2,13,5,9.107873439788818
6,3,8,11,12.550424814224243
6,0,14,11,14.412543833255768
5,1,12,11,12.74988278746605
2,5,8,3,9.821379870176315
5,0,12,15,15.148444056510925
13,1,11,13,13.740761041641235
1,2,10,11,14.4228295981884
12,2,11,9,12.618398398160934
9,2,11,9,13.121810048818588
12,3,7,13,13.245115101337433
2,5,7,5,10.842461556196213
3,1,10,15,15.270109385251999
1,4,9,5,12.656351387500763
10,3,11,5,10.505108028650284
15,2,10,11,13.461712718009949
6,5,8,3,10.353085458278656
2,2,10,11,13.99200376868248
4,3,7,13,12.52997288107872
3,2,8,15,14.974321991205215
9,2,10,11,13.34023630619049
13,2,14,3,9.718232244253159
11,4,8,7,11.130922734737396
1,2,12,7,13.792160153388977
10,0,14,11,14.384416699409485
14,1,13,9,12.34060686826706
1,3,7,13,14.285127341747284
11,4,8,7,10.966128945350647
6,2,10,11,12.596167981624603
7,3,10,7,11.008157700300217
12,2,14,3,9.680239349603653
17,2,12,7,10.48502454161644
16,3,10,7,10.338823467493057
7,2,10,11,12.743931740522385
1,1,12,11,15.312862664461136
17,2,11,9,11.703408658504486
4,5,2,15,12.38651442527771
1,1,11,13,15.292324900627136
1,3,9,9,12.452061802148819
11,1,12,11,12.636450707912445
3,1,11,13,14.920767039060593
2,1,9,17,15.508416563272476
1,3,8,11,13.442410588264465
16,2,11,9,10.678132236003876
3,4,8,7,12.37919095158577
3,2,6,19,15.951042145490646
1,0,12,15,17.62347850203514
5,3,9,9,12.657546132802963
9,4,8,7,11.061621576547623
15,2,12,7,12.438987731933594
6,2,12,7,12.013783127069473
5,4,7,9,11.464207023382187
12,3,7,13,13.280313223600388
17,3,8,11,12.277571767568588
1,2,9,13,13.958303064107895
10,3,8,11,12.776125013828278
3,1,10,15,15.80172684788704
5,2,12,7,12.485728055238724
8,3,8,11,12.608181536197662
7,2,14,3,11.106407403945923
6,2,11,9,11.764971554279327
14,2,11,9,13.167960703372955
4,2,9,13,13.214018642902374
6,0,13,13,15.745511054992676
2,1,11,13,15.226269781589508
8,3,8,11,12.566996037960052
4,2,12,7,12.352791994810104
11,1,15,5,10.897066831588745
8,1,10,15,15.045495837926865
17,3,10,7,11.303311318159103
17,2,12,7,11.62835830450058
2,3,11,5,10.369918018579483
2,3,11,5,11.9733304977417
13,2,10,11,12.771148383617401
5,2,10,11,13.635645240545273
11,2,12,7,11.182788968086243
2,2,10,11,13.786173164844513
11,1,13,9,13.508818358182907
1,4,6,11,12.89770656824112
5,2,7,17,14.25899052619934
2,2,10,11,14.136699944734573
1,2,12,7,14.264425158500671
2,2,5,21,16.916744977235794
4,2,5,21,15.14003050327301
1,0,12,15,18.472455963492393
1,2,10,11,14.82125586271286
3,2,9,13,13.672052502632141
2,0,11,17,16.714355617761612
4,4,7,9,12.525566697120667
4,2,9,13,13.729959428310394
2,3,10,7,11.64589574933052
9,3,9,9,12.243190437555313
4,2,8,15,14.524368077516556
9,4,5,13,12.924174189567566
9,3,8,11,12.596357524394989
10,3,8,11,12.217577993869781
1,3,6,15,15.495404452085495
8,1,11,13,13.645544230937958
1,4,6,11,13.380044281482697
13,1,13,9,12.07889237999916
9,2,12,7,11.537032455205917
2,2,12,7,12.456675946712494
3,2,10,11,13.986885666847229
1,2,10,11,15.001650840044022
19,2,9,13,13.62493908405304
8,3,8,11,12.335661828517914
5,1,15,5,11.867996245622635
1,1,11,13,16.67633965611458
1,4,6,11,13.643880128860474
16,0,17,5,11.563773185014725
1,3,8,11,14.907697588205338
15,3,9,9,11.644832372665405
13,4,8,7,11.01064470410347
15,3,9,9,10.075770318508148
4,5,5,9,11.58600527048111
14,1,12,11,13.32764995098114
11,3,5,17,14.511498868465424
12,1,11,13,14.609766095876694
4,3,6,15,13.029867142438889
7,1,9,17,16.277443885803223
11,9,1,1,5.380144953727722
1,2,11,9,15.32870489358902
9,1,12,11,13.216763883829117
7,1,13,9,11.636136829853058
11,5,4,11,11.187084019184113
14,3,8,11,12.263084203004837
3,3,10,7,11.95483312010765
10,4,10,3,10.227486729621887
3,5,5,9,12.318092733621597
1,4,8,7,10.589828878641129
11,2,11,9,12.327708721160889
8,4,5,13,11.188316076993942
14,3,11,5,10.849920600652695
15,2,13,5,11.206533372402191
3,2,12,7,11.789095282554626
2,3,9,9,10.750392884016037
2,3,10,7,13.008503794670105
1,6,5,5,10.367927342653275
8,4,6,11,11.47029972076416
1,3,10,7,12.325434863567352
6,3,10,7,11.91923588514328
5,6,3,9,10.17218878865242
1,2,10,11,15.339403539896011
4,2,8,15,14.33508375287056
1,1,11,13,15.645878732204437
12,3,9,9,10.798984736204147
14,3,10,7,10.53912478685379
14,3,9,9,12.06291589140892
14,2,9,13,13.605844676494598
10,2,12,7,11.893947303295135
1,4,6,11,12.604054421186447
12,1,13,9,12.292681753635406
4,3,10,7,12.762023776769638
4,2,8,15,12.622223824262619
17,2,10,11,12.644416272640228
2,1,9,17,16.663251876831055
1,3,10,7,13.872817039489746
10,2,8,15,13.27553278544456
