Article Count,512,256,128
12,0,16,7,11.492390275001526
11,2,11,9,11.83437456578259
11,1,16,3,8.821983873844147
15,0,17,5,9.900023519992828
15,1,14,7,10.164008725111378
13,1,14,7,10.743729203939438
15,1,15,5,10.119162089669897
13,0,17,5,10.46632299142794
13,1,13,9,12.02838087376178
13,0,17,5,11.496345527919875
15,1,13,9,11.869466147578947
11,1,15,5,10.6363082502203
10,1,16,3,9.29945993423462
16,0,17,5,10.612466563721494
14,1,13,9,10.966783770163257
14,1,13,9,10.966783770163257
16,2,12,7,9.807456398133773
16,0,17,5,10.435377629545176
7,1,14,7,12.13485426926166
12,1,15,5,10.378131985664368
16,0,16,7,10.82261206784933
12,2,15,1,8.398131274613204
14,0,16,7,11.454212204423225
10,1,17,1,9.615202367305756
14,2,12,7,10.994456976652145
14,1,13,9,10.32875554841743
13,2,12,7,10.180789527295834
16,2,10,11,11.622795343399048
15,0,17,5,11.642349183559418
17,0,13,13,13.673008993730738
12,1,14,7,11.366757571697235
14,1,13,9,10.966783770163257
11,1,14,7,12.216562794412676
10,1,15,5,11.255405997237958
14,1,14,7,9.930597518632798
14,0,16,7,12.234473729605542
16,1,15,5,10.347673583353817
14,1,15,5,11.185265962595077
15,1,12,11,11.374528469991978
17,0,14,11,12.871952451296341
16,1,13,9,11.195382863283157
15,1,13,9,10.728205919265747
14,1,13,9,10.966783770163257
14,1,13,9,10.966783770163257
13,2,12,7,10.78191927075386
11,0,18,3,11.219955176115036
14,1,15,5,11.306667832876716
13,0,17,5,12.127810824368325
17,0,16,7,10.681201964616776
14,1,14,7,11.031115174293518
15,1,11,13,12.444581418319602
16,1,12,11,12.462038189172745
14,1,13,9,10.966783770163257
13,0,16,7,12.355846464633942
10,0,16,7,11.630746701878257
11,0,14,11,12.921549740912019
11,2,12,7,11.075698461663736
14,0,19,1,10.335371723441682
16,2,14,3,7.413539704429589
14,0,14,11,12.283369547394958
14,0,18,3,9.800045609474182
15,1,13,9,12.069695991602428
15,1,13,9,10.828074202036944
13,1,16,3,8.043482959270477
9,2,14,3,10.081148236989975
7,0,18,3,11.010421931743622
10,1,14,7,11.298259850112364
12,1,15,5,10.148235000992413
14,1,13,9,10.966783770163257
16,0,16,7,11.073496669530869
13,2,13,5,9.946757767546702
12,2,11,9,11.546660661697388
13,0,17,5,11.802685781948561
11,1,16,3,9.892082659757143
15,0,16,7,11.212082134658157
11,1,13,9,11.306701868772507
13,1,15,5,10.118482772472014
11,1,15,5,11.16424951432629
11,0,17,5,11.30154176824797
13,0,18,3,9.497364260649857
11,1,15,5,9.78687036037445
19,0,13,13,13.818228243321625
8,1,16,3,10.191818475723267
16,1,10,15,13.294829364311202
13,2,12,7,10.460008330082914
14,1,13,9,10.966783770163257
17,2,12,7,9.864195161904698
14,0,16,7,10.920759097216797
16,1,12,11,12.114699870347977
14,0,18,3,10.872332291413729
15,1,11,13,11.88362080965401
10,1,15,5,11.247694014439507
14,1,14,7,9.837087288599404
11,1,14,7,11.225272119045258
19,0,16,7,11.295851204195596
13,0,17,5,11.376172816621713
16,0,12,15,12.98563289642334
7,0,19,1,10.824890941381454
8,0,15,9,12.99301455087985
9,1,15,5,10.857017636299133
19,0,14,11,12.073797914748411
17,0,15,9,13.233928216689371
14,2,11,9,11.207839127885869
11,0,18,3,10.463373203471889
15,1,15,5,11.589117742805003
13,0,14,11,12.759033822319932
8,1,16,3,10.691762000322342
10,0,18,3,9.2026606798172
13,0,15,9,12.783032656638122
13,0,17,5,10.646845996379852
13,3,10,7,10.500059470944814
13,0,17,5,11.656633427699685
16,0,18,3,9.87062731238077
7,3,13,1,9.60628479719162
13,1,13,9,11.241208463907242
15,2,12,7,9.890485555886904
15,0,15,9,12.136743932962418
11,1,15,5,9.971155196428299
15,0,13,13,13.401887860498242
11,1,15,5,10.999982347043282
16,2,14,3,7.926940330050375
16,0,14,11,13.625497221946716
14,1,16,3,9.627809799571146
15,1,11,13,13.629406380870414
15,0,16,7,11.359865844249725
12,0,13,13,13.4216148853302
14,1,13,9,10.966783770163257
10,1,15,5,10.956246822957201
14,1,13,9,10.69431847333908
6,0,18,3,11.880325555801392
16,0,14,11,12.399033317236121
13,0,16,7,10.111524999141693
15,0,18,3,10.615215837955475
14,1,15,5,10.147743056765227
13,0,17,5,11.287254065275192
14,0,14,11,12.376662909984589
12,0,14,11,12.653777718544006
14,1,13,9,10.966783770163257
15,2,14,3,8.597411599395064
10,1,14,7,11.659640312194824
20,0,13,13,13.726959357674772
12,2,12,7,10.504616143095499
14,2,11,9,10.693670272827148
15,0,15,9,12.07080159678408
14,0,16,7,11.14136677980423
11,0,17,5,11.412836249975767
17,0,13,13,13.716794778206124
12,0,17,5,12.847130179405212
12,1,11,13,13.465589406946663
14,0,16,7,11.162947390318172
15,1,17,1,7.898925855693223
12,0,17,5,11.473308682441711
11,1,15,5,10.443863422334601
13,0,17,5,11.530230311808785
12,0,18,3,10.322733342647552
8,1,14,7,12.12770339846611
14,1,11,13,12.215206082823663
13,2,13,5,9.94417862899914
14,0,16,7,11.17992913722992
16,0,16,7,10.845091647928824
14,0,16,7,11.33047806924765
16,0,17,5,10.023940975671861
15,0,17,5,10.746482998132706
19,1,12,11,11.011766580076394
18,0,13,13,12.723856695173119
17,1,14,7,10.335691899061203
15,1,13,9,11.221226351501311
11,0,16,7,12.330046027898788
15,0,14,11,11.478038716378116
