Article Count,512,256,128
15,2,14,3,9.999144107103348
3,8,3,1,6.687411189079285
8,2,11,9,11.244022786617279
8,0,16,7,14.029554516077042
13,1,13,9,13.312678515911102
4,0,16,7,13.355644315481186
8,2,9,13,13.081041276454926
10,2,10,11,12.394095182418823
2,2,10,11,13.034539848566055
14,3,9,9,11.858861207962036
1,4,6,11,12.338130444288254
7,0,14,11,14.548203140497208
8,2,11,9,11.2792589366436
2,3,7,13,14.924862742424011
10,2,11,9,12.778976052999496
4,1,13,9,13.002612829208374
1,2,11,9,13.402666330337524
10,2,11,9,12.66484048962593
4,2,10,11,13.469361990690231
9,2,13,5,9.121753931045532
6,3,9,9,11.993787556886673
6,0,14,11,14.409415036439896
5,1,12,11,12.74988278746605
2,3,11,5,11.498561948537827
5,0,12,15,15.148444056510925
13,1,11,13,13.73827862739563
1,2,10,11,14.4228295981884
12,2,11,9,12.618398398160934
9,1,14,7,13.0764961540699
13,3,7,13,13.232527911663055
2,5,7,5,10.842461556196213
3,0,15,9,14.047887146472931
1,4,10,3,11.98626571893692
10,3,11,5,10.505108028650284
14,1,13,9,13.424901336431503
5,4,9,5,11.655768126249313
4,1,12,11,14.495411276817322
4,3,8,11,12.004835039377213
3,2,8,15,14.974321991205215
9,2,10,11,13.34023630619049
13,2,14,3,9.718232244253159
11,4,9,5,10.557292133569717
1,2,12,7,13.792160153388977
10,0,14,11,14.384416699409485
13,1,14,7,11.817182868719101
1,3,7,13,14.285127341747284
12,3,10,7,11.48036316037178
5,1,12,11,13.100499510765076
8,2,11,9,12.045059263706207
12,2,14,3,9.680239349603653
16,2,13,5,9.993000358343124
16,3,10,7,10.338823467493057
6,2,11,9,12.19240328669548
1,0,15,9,15.29756873846054
17,2,11,9,11.703408658504486
4,5,3,13,11.835327923297882
1,1,11,13,15.292324900627136
1,3,9,9,12.452061802148819
11,1,13,9,12.067929655313492
3,1,11,13,14.920767039060593
2,1,10,15,14.948133736848831
1,3,8,11,13.442410588264465
15,2,12,7,10.181465208530426
3,2,12,7,13.625533163547516
3,3,5,17,14.829093277454376
1,0,12,15,17.61235585808754
5,3,9,9,12.656212985515594
10,4,8,7,11.05743744969368
15,2,13,5,11.829733312129974
6,2,13,5,11.468383997678757
7,2,10,11,13.009584307670593
12,3,7,13,13.251033157110214
17,3,8,11,12.277571767568588
1,2,9,13,13.958303064107895
10,3,8,11,12.776125013828278
3,2,9,13,14.654978066682816
5,2,12,7,12.485728055238724
7,3,8,11,12.624276161193848
7,2,14,3,11.106407403945923
5,2,12,7,11.236405909061432
14,1,14,7,13.128637224435806
4,2,10,11,12.687238037586212
6,0,13,13,15.812092900276184
2,1,12,11,14.619155585765839
8,2,10,11,13.116642743349075
4,2,12,7,12.342201977968216
11,1,15,5,10.897066831588745
8,1,11,13,14.483615070581436
17,3,10,7,11.303311318159103
17,1,14,7,12.203030228614807
2,3,11,5,10.369918018579483
2,1,15,5,13.212413042783737
13,2,11,9,12.219999939203262
5,2,11,9,13.059697479009628
11,2,12,7,11.182788968086243
2,2,10,11,13.786173164844513
12,0,15,9,14.074105501174927
1,3,9,9,12.855883359909058
5,2,8,15,13.730645895004272
3,2,10,11,14.127155363559723
1,1,14,7,14.894051283597946
2,2,6,19,16.307172805070877
4,2,5,21,15.172274768352509
1,0,12,15,18.472455963492393
1,1,12,11,15.404664009809494
2,1,11,13,14.098663866519928
2,0,12,15,16.131016612052917
4,4,7,9,12.525566697120667
4,2,9,13,13.729959428310394
2,3,10,7,11.623716950416565
9,2,12,7,12.178882032632828
4,1,11,13,14.421820372343063
9,3,9,9,12.31734636425972
8,3,8,11,12.592483639717102
11,3,8,11,12.209047317504883
1,2,8,15,16.077267289161682
7,1,13,9,12.54172432422638
1,3,8,11,13.955583930015564
13,1,13,9,12.108332186937332
9,2,12,7,11.537032455205917
2,2,12,7,12.456675946712494
3,2,10,11,13.949842751026154
1,1,12,11,15.576959699392319
18,2,9,13,13.647863328456879
8,3,9,9,11.794297218322754
5,1,15,5,11.867996245622635
1,1,11,13,16.67633965611458
1,4,6,11,13.633039236068726
16,0,17,5,11.563773185014725
1,2,10,11,15.559895515441895
14,3,9,9,11.690435290336609
13,3,10,7,11.601273000240326
14,3,11,5,9.095538139343262
4,5,5,9,11.58600527048111
17,0,14,11,13.851975977420807
10,3,6,15,13.935476034879684
12,1,11,13,14.609766095876694
4,3,6,15,13.029867142438889
7,1,10,15,15.703871667385101
11,9,1,1,5.380144953727722
1,0,15,9,16.593784779310226
8,1,12,11,13.267514646053314
8,1,13,9,11.625832736492157
12,4,5,13,12.258192718029022
13,3,9,9,11.711499571800232
3,2,12,7,12.498722106218338
11,4,10,3,10.217564404010773
2,4,8,7,12.32071566581726
2,2,12,7,11.667845129966736
11,2,11,9,12.327708721160889
8,3,8,11,11.145968824625015
14,3,11,5,10.849920600652695
15,2,13,5,11.206533372402191
5,1,14,7,12.288839876651764
2,2,11,9,11.226384073495865
2,2,12,7,13.56696704030037
1,5,6,7,11.600770980119705
8,4,6,11,11.465618759393692
1,3,10,7,12.325434863567352
7,2,12,7,12.452673196792603
5,6,3,9,10.17058551311493
1,2,10,11,15.339403539896011
4,2,8,15,14.325103759765625
1,1,11,13,15.609793037176132
12,3,9,9,10.7966368496418
14,3,11,5,10.01840227842331
15,2,11,9,12.647691935300827
14,2,9,13,13.605844676494598
9,1,15,5,11.887785732746124
1,2,9,13,14.14790028333664
12,1,13,9,12.31012487411499
4,3,10,7,12.752418547868729
4,2,8,15,12.622223824262619
16,2,11,9,12.061893880367279
2,1,9,17,16.663251876831055
1,3,10,7,13.823930025100708
10,2,9,13,12.75050065258056
