Article Count,512,256,128
11,2,9,13,12.12857648730278
11,3,9,9,11.28920306653027
8,5,7,5,7.660792231559753
14,2,11,9,9.956789433956146
12,4,6,11,9.883824456900761
14,2,10,11,11.206750094890594
13,3,9,9,10.213862130822505
14,1,14,7,10.430743786868614
14,2,9,13,12.48504030998767
10,3,9,9,11.464843571186066
18,1,10,15,13.382622144378416
15,1,10,15,13.150940080534435
7,6,6,3,7.143325507640839
12,2,13,5,9.700574219226837
11,4,7,9,9.6915606848462
11,4,7,9,9.6915606848462
16,3,9,9,9.822068363428116
13,3,10,7,9.557654287080245
2,5,7,5,9.864793009513487
13,2,11,9,11.286892622709274
10,3,9,9,10.042359232902527
11,4,8,7,8.924070097806865
13,2,12,7,10.569624725945154
11,3,9,9,10.870981127023697
12,3,9,9,10.900450438261032
14,4,4,15,10.388900032460551
15,2,10,11,11.165771153568036
15,3,5,17,12.672286061940602
12,2,12,7,11.239730596542358
18,0,10,19,15.275103254439083
12,2,9,13,12.544752091169357
11,4,7,9,9.6915606848462
10,3,10,7,11.361441479887072
5,5,8,3,9.223537504673004
12,4,6,11,9.625586047341924
12,4,5,13,11.785912305116653
19,2,8,15,12.326513576830685
11,3,10,7,10.842247583145944
14,3,6,15,11.447928854611275
16,2,8,15,12.934324616368439
16,2,8,15,12.219539016485214
14,2,7,17,12.215561270713806
11,4,7,9,9.6915606848462
11,4,7,9,9.6915606848462
14,3,8,11,11.332605630159378
7,3,12,3,10.109682083129883
13,2,13,5,10.622925071264778
12,4,7,9,11.069455052832994
12,4,7,9,9.398332208395004
12,4,7,9,10.145852208137512
13,2,9,13,12.0771172931632
17,2,7,17,13.547770321369171
11,4,7,9,9.6915606848462
11,2,11,9,12.358385026454926
7,2,10,11,12.383582482260413
12,2,10,11,11.963312614433827
10,3,9,9,11.159849933667127
9,6,6,3,7.918277323246002
15,5,5,9,7.490669366466485
11,2,8,15,12.442479973419683
13,3,11,5,8.96509850025177
17,2,9,13,12.641418236940769
16,2,7,17,12.292173921505272
13,3,9,9,8.536470592021942
9,5,7,5,9.183606892824173
4,6,7,1,7.493830978870392
9,4,8,7,9.898430287837982
13,2,9,13,11.67827773871481
11,4,7,9,9.6915606848462
12,3,10,7,9.728498630428788
10,5,7,5,8.52620696359465
8,4,7,9,10.656305581331253
9,3,11,5,10.369274391919738
10,4,8,7,9.681452419634116
16,2,9,13,11.797103600674927
11,2,10,11,11.272062689065933
13,2,12,7,10.136840224779636
12,2,10,11,12.29779094932957
8,4,7,9,10.504817858803067
12,3,9,9,9.662949543979947
7,4,10,3,8.303966343402863
15,4,3,17,12.911565833891197
6,3,12,3,9.477065980434418
15,3,6,15,12.394581939470275
10,4,7,9,10.070670911166172
11,4,7,9,9.6915606848462
12,6,4,7,8.106749228501876
10,3,9,9,10.237233445523453
16,2,8,15,12.666474252939224
