Article Count,512,256,128
13,4,3,17,13.609732896089554
7,4,10,3,10.980334043502808
3,4,10,3,10.173455834388733
6,2,8,15,12.822108715772629
1,4,10,3,10.652941942214966
8,2,9,13,13.476174861192703
9,4,8,7,10.752732515335083
11,5,1,17,11.620014429092407
9,2,12,7,11.251455634832382
4,4,9,5,10.89866954088211
7,3,10,7,11.873438268899918
14,2,10,11,12.787926435470581
11,4,6,11,11.607265323400497
9,4,9,5,10.799849390983582
3,5,7,5,10.310190469026566
3,4,8,7,11.483662202954292
3,3,12,3,10.709618419408798
2,5,8,3,10.159358710050583
8,4,8,7,10.226891607046127
9,2,12,7,11.472037941217422
8,4,10,3,9.905111312866211
9,5,7,5,9.31998685002327
8,2,10,11,12.981234073638916
8,1,11,13,13.296954900026321
1,3,13,1,10.518040120601654
2,5,8,3,9.388499677181244
4,6,6,3,9.254611223936081
9,3,11,5,11.251021024368033
9,4,6,11,12.330445140600204
1,2,12,7,12.105104088783264
5,4,7,9,10.97285670042038
3,4,11,1,9.586641788482666
7,3,9,9,12.248391568660736
16,2,9,13,13.055085510015488
4,4,8,7,12.050758093595505
13,3,7,13,12.94649398102448
3,4,10,3,10.12852069735527
3,5,7,5,10.735591143369675
11,3,10,7,10.497503221035004
5,1,12,11,12.754916459321976
5,3,11,5,11.370721071958542
1,4,11,1,10.81020775437355
1,5,9,1,9.686564773321152
1,2,8,15,14.04895368218422
3,2,10,11,14.2111174762249
3,6,4,7,9.25224193930626
12,3,9,9,11.241977959871292
4,5,6,7,10.825880020856857
10,3,5,17,14.12989529967308
3,3,11,5,11.111162930727005
2,6,7,1,9.00184941291809
6,3,8,11,13.070304274559021
6,4,8,7,11.331147104501724
13,2,10,11,11.91612359881401
5,4,8,7,11.274361193180084
4,4,10,3,11.30622974038124
3,6,7,1,8.82355111837387
7,1,13,9,13.14958930015564
8,5,6,7,10.965368047356606
10,3,11,5,11.500081325707548
4,1,13,9,13.503574967384338
2,4,9,5,11.04122468829155
8,4,7,9,11.740588426589966
5,4,10,3,9.987992495298386
1,6,7,1,10.30788940191269
3,2,10,11,12.832790285348892
14,2,11,9,12.32481124997139
6,2,12,7,11.928305000066757
2,5,8,3,9.438670605421066
5,4,8,7,10.947295486927032
6,2,12,7,11.484651297330856
6,3,11,5,10.796808362007141
2,4,10,3,11.115601569414139
4,4,7,9,11.064201563596725
4,2,10,11,14.729021906852722
2,5,9,1,10.387355342507362
5,3,5,17,12.610096842050552
5,4,8,7,12.013319656252861
13,3,7,13,11.978612065315247
5,4,10,3,10.843967497348785
11,3,11,5,10.979290068149567
1,7,5,1,8.336868703365326
2,4,7,9,11.594146758317947
5,2,13,5,12.170565843582153
5,5,8,3,10.719465583562851
6,3,6,15,12.57591500878334
6,4,10,3,10.371593356132507
6,4,9,5,10.930682986974716
8,3,9,9,11.132558405399323
8,4,8,7,10.134539604187012
4,3,7,13,12.539260417222977
2,5,9,1,8.993298649787903
4,2,10,11,14.235636085271835
6,4,9,5,11.526364803314209
1,3,8,11,14.4513538479805
10,2,11,9,12.505315214395523
5,5,7,5,10.918639957904816
7,3,11,5,11.514415115118027
5,5,9,1,9.625434279441833
7,5,6,7,10.876561626791954
9,4,7,9,11.080763220787048
12,4,7,9,11.604890406131744
9,2,8,15,13.391344830393791
14,3,9,9,10.60347867012024
11,2,9,13,12.923356890678406
4,5,8,3,9.175595968961716
7,5,7,5,10.052477717399597
6,4,8,7,10.604974031448364
6,4,8,7,11.47659033536911
1,4,8,7,11.56363096833229
7,3,10,7,11.224611043930054
6,3,6,15,13.858061999082565
1,4,11,1,10.311080783605576
6,3,10,7,12.163625866174698
4,3,11,5,11.64114710688591
11,2,11,9,11.976677983999252
3,5,8,3,9.855601251125336
7,2,10,11,12.865781739354134
7,5,7,5,10.110130086541176
2,3,12,3,12.11733302474022
1,6,3,9,10.835543394088745
9,3,6,15,13.165514260530472
5,5,8,3,9.577546298503876
1,4,11,1,10.808190077543259
4,5,5,9,12.522903203964233
7,6,5,5,9.15509387630596
5,4,10,3,11.085146129131317
7,5,7,5,9.430391997098923
1,3,8,11,14.663597196340561
1,7,4,3,8.96147733926773
2,5,4,11,12.324820518493652
3,5,9,1,9.556195825338364
2,4,10,3,11.349818468093872
4,4,10,3,10.1109579205513
9,3,12,3,10.855810463428497
6,6,5,5,9.465055853128433
5,4,5,13,12.508678823709488
3,3,10,7,12.60263928771019
6,3,9,9,12.032112181186676
5,3,10,7,11.724675357341766
3,4,9,5,10.780575931072235
6,5,7,5,9.917923599481583
4,3,7,13,13.277093288184574
2,3,11,5,11.286258161067963
7,4,9,5,9.871259421110153
8,4,7,9,11.418415039777756
5,4,9,5,10.708455979824066
10,3,9,9,12.48274278640747
9,2,10,11,12.763583272695541
5,1,14,7,13.035699188709259
9,3,12,3,11.501555547118187
1,3,12,3,11.344517573714256
7,4,9,5,10.466190695762634
4,2,9,13,13.705010831356049
6,6,4,7,9.671316236257553
4,4,8,7,10.874859660863876
2,5,9,1,10.724823296070099
8,4,5,13,13.314662754535675
1,4,11,1,11.150661081075668
4,5,7,5,9.950305700302124
1,5,9,1,10.168068289756775
13,2,11,9,13.334888517856598
2,5,9,1,9.515584498643875
6,4,7,9,12.24354487657547
4,4,11,1,10.227490648627281
5,3,10,7,12.953276574611664
8,4,6,11,12.980119556188583
3,4,10,3,10.913876503705978
1,5,9,1,9.774628728628159
7,4,8,7,10.745487064123154
4,2,11,9,13.14114049077034
2,3,13,1,10.841015726327896
12,3,9,9,12.102053374052048
2,5,9,1,9.622377574443817
11,3,7,13,13.985378384590149
4,4,11,1,10.843053847551346
4,4,10,3,11.59957204759121
9,2,12,7,11.952314239906137
1,3,10,7,13.009042620658875
7,4,10,3,10.33429488838792
3,4,10,3,10.723456799983978
2,5,9,1,10.565646529197693
4,4,9,5,11.588199228048325
3,5,6,7,12.21842047572136
7,3,7,13,13.66186448931694
12,4,7,9,10.785028457641602
6,4,7,9,11.54388839006424
1,6,6,3,9.409442245960236
5,3,11,5,10.7755206823349
8,4,4,15,12.471608221530914
5,2,13,5,12.547745108604431
7,3,11,5,11.98228169977665
7,2,11,9,13.650120735168457
9,1,13,9,12.732131451368332
4,4,10,3,10.58929231762886
8,6,3,9,9.94003039598465
10,0,15,9,12.73829272389412
10,3,8,11,12.152185446190916
4,4,8,7,13.115258947014809
2,6,7,1,9.39083468914032
6,5,4,11,11.698914527893066
11,3,11,5,10.552567809820175
4,4,11,1,9.578450798988342
9,3,10,7,10.61177659034729
8,4,8,7,11.53252711892128
2,5,9,1,9.142657935619354
9,4,8,7,10.577079370617867
7,3,8,11,12.248861968517303
9,3,7,13,12.19822558760643
10,3,8,11,12.07747021317482
8,2,7,17,14.671219110488892
4,4,8,7,12.43506133556366
7,3,10,7,12.030902832746506
5,5,7,5,10.93100854754448
5,4,10,3,10.631566911935806
5,5,7,5,10.192674100399017
8,2,7,17,14.288909882307053
6,4,8,7,11.667155504226685
6,3,10,7,11.459955543279648
3,6,6,3,9.426123470067978
8,5,8,3,9.397365659475327
8,3,9,9,12.789401918649673
4,4,10,3,11.190043941140175
4,5,6,7,10.705988973379135
5,2,12,7,12.456370502710342
4,4,8,7,11.520711928606033
2,6,7,1,9.43432953953743
4,5,9,1,9.725330084562302
2,4,11,1,11.459002912044525
7,3,8,11,13.105222344398499
7,3,10,7,12.248841851949692
3,4,9,5,12.206491976976395
2,1,11,13,16.035473465919495
1,5,9,1,10.622385263442993
2,5,8,3,10.163985878229141
2,3,10,7,12.8794706761837
2,3,12,3,12.41747322678566
3,3,10,7,11.880945265293121
4,3,11,5,11.93610617518425
8,2,12,7,12.073963671922684
1,2,14,3,12.92345705628395
7,3,8,11,12.441946566104889
4,3,11,5,11.458818301558495
5,2,11,9,12.855826407670975
5,3,7,13,15.400163412094116
10,1,11,13,13.388198524713516
2,4,6,11,12.709582328796387
10,3,11,5,11.531366646289825
6,5,7,5,10.820766299962997
15,1,9,17,14.989779159097965
8,4,6,11,11.378525048494339
13,2,11,9,12.508021861314774
2,5,9,1,9.991137504577637
5,4,10,3,10.586397960782051
7,2,14,3,12.034169554710388
3,4,11,1,10.719266563653946
1,6,7,1,9.66469919681549
5,4,7,9,11.80584967136383
6,1,10,15,14.066803306341171
3,4,10,3,11.608399078249931
1,5,8,3,10.822100281715393
5,3,11,5,12.199142426252365
7,7,2,7,9.040414154529572
3,5,7,5,11.668167471885681
6,3,12,3,11.21427683532238
6,5,8,3,9.423629252121952
2,4,11,1,10.117075890302658
10,2,10,11,13.789629697799683
8,5,6,7,10.126740485429764
3,5,7,5,10.993978530168533
8,4,7,9,11.999368458986282
7,5,4,11,11.425746381282806
3,5,8,3,10.546510577201843
14,2,10,11,12.817882418632507
