Article Count,512,256,128
13,0,15,9,11.994849681854248
12,2,11,9,11.786681253614468
11,1,15,5,9.265146791934967
16,1,14,7,9.903638303279877
16,0,15,9,11.067222941343678
14,2,12,7,10.247434794902802
14,1,14,7,10.604695565545752
13,0,16,7,10.928551051196617
14,1,13,9,11.88563835915149
12,0,16,7,11.97814125612651
16,1,12,11,12.377124927200072
12,1,14,7,11.151233253272057
10,3,12,3,8.464013576507568
16,0,17,5,10.612466563721494
17,1,10,15,12.393123407562072
17,1,10,15,12.393123407562072
17,2,12,7,9.764475429181594
16,0,16,7,10.906900676038706
3,4,9,5,10.22180473292724
15,0,15,9,11.756684720516205
15,1,13,9,10.88287038893547
12,3,13,1,7.958788746031585
14,1,14,7,10.985799745526588
11,2,13,5,10.144872784614563
15,1,12,11,12.44850143790245
14,2,10,11,10.344525626122813
14,2,11,9,10.658040997384793
16,2,9,13,12.161219535766056
15,0,16,7,12.162600368261337
18,0,11,17,14.718124703035548
12,1,13,9,11.85955435037613
17,1,10,15,12.393123407562072
9,3,12,3,10.296007322038713
6,4,10,3,9.681694477796555
15,1,12,11,10.800773953149704
14,0,13,13,13.746673097995032
17,1,13,9,11.331287312830746
13,1,14,7,11.700518615197213
14,2,10,11,10.936999382925327
18,0,13,13,13.383401847906601
16,1,11,13,12.184331446886063
14,2,10,11,10.796420574188232
17,1,10,15,12.393123407562072
17,1,10,15,12.393123407562072
14,2,12,7,10.733045250177383
12,0,17,5,11.70252245613992
15,1,15,5,11.08965518906263
14,0,17,5,12.052494901869622
17,2,10,11,10.656888395547867
15,1,13,9,11.497748255729675
14,2,9,13,12.02267530469503
17,1,10,15,13.523374915122986
17,1,10,15,12.393123407562072
14,0,14,11,13.298747897148132
10,0,16,7,11.630746701878257
11,0,14,11,12.92959815609604
10,3,10,7,10.578135303540174
13,1,17,1,9.851726045875154
17,2,13,5,7.812025663005792
14,0,14,11,12.145758456258026
13,1,15,5,9.928075611591339
14,2,11,9,11.545170021381862
17,0,14,11,11.762217938343346
14,1,14,7,8.883259415626526
10,2,14,3,9.920734137296677
7,0,18,3,11.010421931743622
9,2,12,7,10.829732235042021
13,1,13,9,11.107555128956433
17,1,10,15,12.393123407562072
14,1,14,7,10.628579050302505
12,3,10,7,9.975936078365539
12,2,11,9,11.546660661697388
12,0,16,7,12.294046267502303
10,2,13,5,10.133579431331164
17,0,15,9,11.68523769885383
11,1,13,9,11.218331664800644
13,1,14,7,10.658786028623581
11,1,15,5,11.16424951432629
9,2,13,5,10.31808926211575
13,0,17,5,10.022063173747238
10,2,13,5,9.425870060920715
19,0,12,15,14.331467105066908
7,2,14,3,9.799944877624512
17,1,10,15,13.263176705133422
13,3,9,9,10.502373404240629
17,1,10,15,12.393123407562072
18,2,11,9,10.346800559605962
13,1,13,9,11.087883726237488
15,2,10,11,11.644814521074295
14,0,18,3,10.872332291413729
15,2,8,15,11.939373764301958
8,2,13,5,10.973422061312784
15,1,13,9,10.296235700833506
13,1,12,11,12.247501105070114
20,0,14,11,12.28992118127712
14,1,13,9,11.96894397865544
16,0,11,17,13.470842003822327
7,0,19,1,10.824890941381454
8,0,15,9,12.99301455087985
8,2,14,3,9.996597051620483
19,1,10,15,12.614364048187761
17,1,12,11,13.339460624449991
14,2,10,11,11.693270958804675
