Article Count,512,256,128
13,3,6,15,13.581896394491196
7,4,10,3,10.980334043502808
3,4,10,3,10.173455834388733
6,2,8,15,12.822108715772629
1,3,11,5,11.771738797426224
8,2,9,13,13.476174861192703
9,4,8,7,10.752732515335083
12,4,5,13,10.842168807983398
10,1,14,7,11.734476029872894
6,3,11,5,11.432313412427902
7,3,10,7,11.873438268899918
15,2,10,11,12.780132859945297
12,4,6,11,11.600695103406906
10,3,11,5,11.317894577980042
3,5,7,5,10.310190469026566
3,3,10,7,11.832837268710136
3,3,12,3,10.709618419408798
2,5,8,3,10.159358710050583
8,4,8,7,10.225471317768097
9,1,14,7,11.917522341012955
8,4,10,3,9.905111312866211
9,5,7,5,9.31998685002327
8,1,12,11,13.451763987541199
8,0,13,13,13.777024894952774
1,3,13,1,10.518040120601654
3,4,9,5,10.496948212385178
4,5,8,3,9.849851042032242
10,2,11,9,12.966404762647375
9,4,7,9,11.773955672979355
2,0,16,7,13.184422791004181
6,3,9,9,11.474650025367737
3,5,9,1,9.043469727039337
7,3,9,9,12.248391568660736
14,3,8,11,12.042185604572296
4,4,8,7,12.050758093595505
13,3,8,11,12.401450303932881
4,3,11,5,11.105892151594162
3,5,7,5,10.729826718568802
10,3,10,7,10.49075961112976
6,1,13,9,12.235836744308472
5,3,11,5,11.32668188214302
1,4,11,1,10.772833973169327
1,5,9,1,9.686564773321152
1,3,7,13,12.979433536529541
3,2,10,11,14.205946654081345
5,5,4,11,10.757696092128754
12,3,9,9,11.241977959871292
4,5,7,5,10.455788910388947
11,2,7,17,14.63871681690216
3,3,11,5,11.111162930727005
2,6,7,1,9.00184941291809
6,2,9,13,14.149527937173843
6,4,8,7,11.331147104501724
13,1,12,11,12.394721895456314
5,4,8,7,11.274361193180084
4,3,12,3,11.894833266735077
3,6,7,1,8.803355365991592
7,1,13,9,13.14958930015564
8,5,6,7,10.965368047356606
9,2,12,7,12.620533064007759
4,0,15,9,14.050257086753845
2,4,9,5,11.038512110710144
9,3,10,7,11.713902413845062
6,3,11,5,11.091548889875412
1,6,7,1,10.30788940191269
3,1,12,11,13.34748312830925
13,2,12,7,11.769853979349136
6,2,12,7,11.928305000066757
2,5,8,3,9.383479565382004
6,3,10,7,11.459847867488861
7,1,13,9,12.525600790977478
6,3,11,5,10.794692873954773
2,4,10,3,11.115601569414139
4,4,7,9,11.064201563596725
4,2,12,7,13.48813384771347
2,5,9,1,10.387355342507362
5,3,5,17,12.610096842050552
5,4,8,7,12.013319656252861
13,3,8,11,11.425869584083557
6,3,11,5,11.937221556901932
11,3,11,5,10.979290068149567
1,7,5,1,8.336868703365326
2,4,8,7,11.032880365848541
5,2,13,5,12.186445206403732
5,4,10,3,11.280191510915756
6,2,8,15,13.056438535451889
6,4,10,3,10.371593356132507
6,4,9,5,10.930682986974716
8,3,9,9,11.128240883350372
9,3,10,7,10.62989154458046
4,3,7,13,12.535500437021255
2,5,9,1,8.993298649787903
4,3,9,9,13.08790722489357
6,4,9,5,11.526364803314209
1,2,10,11,15.055650740861893
10,2,12,7,11.972827404737473
5,5,7,5,10.918639957904816
7,3,11,5,11.446250230073929
7,4,10,3,10.625679403543472
7,4,9,5,10.847400709986687
9,3,9,9,11.611813962459564
13,4,8,7,10.968509197235107
9,1,10,15,13.85792325437069
13,2,11,9,11.051938951015472
11,2,9,13,12.923356890678406
4,5,8,3,9.175595968961716
10,4,8,7,11.135331928730011
6,4,8,7,10.604974031448364
6,4,9,5,10.772184699773788
1,4,8,7,11.56363096833229
7,2,13,5,11.199994921684265
6,3,6,15,13.858061999082565
1,4,11,1,10.311080783605576
6,3,10,7,12.139352232217789
4,3,11,5,11.639228790998459
10,2,12,7,11.442515343427658
3,5,8,3,9.855601251125336
7,2,10,11,12.865781739354134
8,3,11,5,10.934182032942772
2,3,12,3,12.101791560649872
1,6,3,9,10.835543394088745
9,3,6,15,13.151428312063217
6,4,9,5,10.702124387025833
2,2,14,3,12.590661853551865
4,3,9,9,13.707056373357773
8,5,6,7,10.26406734961643
6,2,13,5,12.73662868142128
8,4,8,7,10.47849690914154
1,3,8,11,14.646746426820755
1,7,4,3,8.941591441631317
2,5,5,9,11.662067353725433
4,4,9,5,11.28413701057434
2,4,10,3,11.349818468093872
5,1,15,5,12.302722066640854
9,3,12,3,10.753302156925201
6,5,6,7,10.578422635793686
5,4,5,13,12.463128387928009
4,2,11,9,13.787063837051392
