Article Count,512,256,128
9,3,10,7,10.420751929283142
1,2,9,13,13.524969607591629
12,1,15,5,11.554529160261154
8,0,16,7,13.625696957111359
9,1,14,7,13.724888265132904
11,3,12,3,10.322876632213593
7,2,12,7,12.961886823177338
3,3,9,9,13.606465250253677
7,4,8,7,10.798565864562988
2,3,11,5,12.749493300914764
5,1,13,9,13.272994041442871
6,2,11,9,12.404725283384323
2,2,12,7,12.2596655189991
13,3,12,3,10.166606724262238
5,2,11,9,13.789510309696198
11,2,12,7,11.360029488801956
9,1,11,13,13.9392329454422
4,3,9,9,11.821185499429703
1,1,17,1,12.506108492612839
8,2,12,7,12.0510293841362
17,2,15,1,8.95933410525322
7,2,13,5,12.379709601402283
4,1,14,7,12.992856472730637
2,1,13,9,15.281534567475319
3,2,11,9,13.989801913499832
10,0,16,7,12.204367518424988
13,2,10,11,13.607955187559128
8,1,14,7,11.689578413963318
12,2,12,7,12.105617970228195
11,4,10,3,9.26397255063057
1,1,7,21,17.247248142957687
7,1,13,9,11.965560674667358
17,0,16,7,13.712474912405014
4,1,12,11,14.471986442804337
6,2,10,11,13.272155165672302
13,3,12,3,9.800074011087418
9,1,14,7,13.095178216695786
7,3,9,9,12.841147601604462
5,0,12,15,14.831815868616104
4,1,11,13,13.898760855197906
9,1,12,11,12.457040846347809
1,2,14,3,12.264755755662918
10,3,11,5,11.097711503505707
6,2,11,9,12.499270409345627
1,0,16,7,13.703886777162552
6,4,9,5,10.136706829071045
1,2,13,5,12.739582985639572
8,0,13,13,13.838471174240112
13,1,15,5,11.569468826055527
12,4,8,7,9.913506627082825
14,1,16,3,10.334131300449371
2,2,9,13,14.967033445835114
7,3,9,9,12.254570603370667
4,1,14,7,12.865563452243805
2,1,12,11,13.178564757108688
11,2,13,5,11.233621805906296
2,2,11,9,13.067859590053558
1,1,11,13,15.089678704738617
2,0,14,11,15.170950591564178
16,1,15,5,10.406944990158081
2,0,10,19,18.155895739793777
1,1,15,5,12.653778493404388
15,2,13,5,10.454418540000916
1,1,13,9,13.948253154754639
10,1,14,7,12.073107272386551
10,0,16,7,12.020696878433228
6,0,16,7,13.360851109027863
10,1,15,5,10.87937706708908
2,1,13,9,14.191224843263626
1,1,10,15,17.107446148991585
4,2,9,13,14.029512763023376
3,2,14,3,12.11252173781395
1,2,11,9,14.418568462133408
14,5,5,9,9.74580874228426
1,1,9,17,16.675616830587387
1,1,16,3,13.132469952106476
17,1,12,11,12.104539930820465
3,3,8,11,13.374296247959137
15,2,10,11,12.518967747688293
11,2,14,3,9.990523278713226
1,1,12,11,13.671156913042068
14,2,12,7,11.753122866153717
6,1,15,5,11.27756518125534
8,3,11,5,10.388042598962784
13,1,16,3,11.291657835245132
12,2,12,7,11.621680676937103
3,4,7,9,11.960508584976196
3,1,15,5,11.705447405576706
3,3,10,7,12.215520739555359
1,1,11,13,15.560102790594101
8,3,9,9,11.351077318191528
1,1,12,11,15.498165160417557
8,4,9,5,10.36345660686493
7,2,12,7,11.263142108917236
6,1,14,7,12.049500286579132
3,3,10,7,12.309097349643707
14,1,13,9,11.968789339065552
6,1,16,3,11.080225855112076
14,2,14,3,10.69707316160202
1,1,13,9,13.786782830953598
3,4,9,5,11.101714104413986
2,2,13,5,11.737366735935211
15,2,12,7,11.9041348695755
4,5,8,3,9.894830137491226
3,0,17,5,12.872616469860077
1,3,11,5,12.56035801768303
8,1,16,3,10.883933007717133
5,1,15,5,12.706387877464294
10,0,17,5,11.442986607551575
11,1,17,1,10.57108747959137
2,2,12,7,13.056943356990814
7,3,7,13,11.533031105995178
3,2,14,3,10.921240597963333
5,2,9,13,14.272951394319534
11,1,15,5,12.400112181901932
10,2,11,9,11.96695852279663
7,0,16,7,13.035415083169937
11,1,12,11,13.137821972370148
10,3,12,3,10.553648859262466
4,1,14,7,12.16095095872879
4,1,13,9,14.33211487531662
11,0,17,5,12.050770163536072
9,2,12,7,11.386182993650436
15,2,14,3,9.999144107103348
3,8,3,1,6.687411189079285
8,2,11,9,11.295529276132584
8,0,16,7,14.029554516077042
12,1,14,7,12.762220412492752
4,0,16,7,13.355644315481186
9,1,12,11,13.087584435939789
12,0,15,9,12.823783904314041
2,1,12,11,13.600706368684769
15,3,10,7,11.268320888280869
1,4,6,11,12.338130444288254
7,0,15,9,13.954813063144684
8,2,12,7,10.768996626138687
3,2,10,11,14.907822161912918
10,2,12,7,12.216303139925003
4,2,12,7,11.97914668917656
1,0,15,9,14.584959089756012
14,0,15,9,13.72033640742302
5,2,11,9,12.847688615322113
9,2,14,3,8.64623510837555
6,3,9,9,12.046635150909424
6,0,15,9,13.922501176595688
5,1,12,11,12.772608786821365
2,1,15,5,12.46507877111435
5,0,13,13,14.64103901386261
12,1,13,9,12.684599667787552
1,2,10,11,14.332389920949936
11,2,11,9,12.660579919815063
8,1,15,5,12.478230237960815
13,3,7,13,13.232527911663055
2,4,9,5,11.393038600683212
3,0,16,7,13.486515641212463
1,4,10,3,11.912715196609497
10,3,11,5,10.52025681734085
14,1,14,7,12.845627814531326
5,4,10,3,11.01292809844017
3,1,13,9,13.887679189443588
4,2,11,9,11.920221269130707
3,2,9,13,14.296800464391708
10,2,11,9,12.777492344379425
13,2,14,3,9.718232244253159
13,2,14,3,11.089650422334671
1,1,16,3,12.991321176290512
10,0,14,11,14.384416699409485
12,1,15,5,11.281941175460815
1,2,10,11,14.250060707330704
14,2,13,5,11.398681819438934
8,0,14,11,13.563320010900497
8,1,14,7,12.01621362566948
11,2,14,3,9.720743745565414
16,2,14,3,9.501357585191727
15,2,14,3,9.803066343069077
7,2,13,5,11.084230750799179
1,0,16,7,14.640728741884232
17,2,11,9,11.703408658504486
5,5,3,13,11.833269894123077
1,0,15,9,14.734281748533249
1,1,14,7,12.935404419898987
10,2,14,3,9.961050420999527
3,0,13,13,15.411726653575897
2,1,11,13,14.373329877853394
1,2,10,11,13.954169064760208
15,2,12,7,10.181465208530426
4,0,15,9,15.45204183459282
3,3,5,17,14.829093277454376
1,0,13,13,16.94524458050728
3,3,10,7,12.096623450517654
10,3,9,9,12.192529201507568
14,2,13,5,11.870001584291458
7,1,16,3,11.55577501654625
7,2,10,11,13.009584307670593
11,2,10,11,13.23199388384819
18,2,10,11,12.817575752735138
2,1,11,13,14.435005605220795
11,2,11,9,12.743074864149094
3,0,16,7,13.979485839605331
5,2,13,5,11.894188910722733
7,3,8,11,12.624276161193848
8,1,17,1,11.07791206240654
5,2,12,7,11.347949504852295
14,1,15,5,12.524989247322083
4,2,12,7,11.595351815223694
6,0,13,13,15.812092900276184
2,0,14,11,15.217122733592987
8,2,10,11,13.116642743349075
5,0,16,7,13.467065632343292
11,1,16,3,10.375189304351807
8,1,11,13,14.483615070581436
16,3,11,5,10.74045804142952
16,1,15,5,11.601023226976395
3,2,13,5,10.87708666920662
2,0,18,3,13.159621715545654
12,2,12,7,11.668510854244232
6,2,13,5,11.80667930841446
9,2,13,5,10.675177574157715
2,2,11,9,13.189339071512222
11,0,17,5,12.887181669473648
1,2,11,9,13.385828405618668
5,2,8,15,13.730645895004272
3,1,13,9,14.069661110639572
1,1,15,5,14.206665247678757
2,2,6,19,16.28693377971649
4,2,7,17,14.10006132721901
1,1,11,13,17.1656084805727
1,1,13,9,14.778673380613327
2,2,10,11,13.037620306015015
2,0,12,15,16.131016612052917
4,3,9,9,13.093803197145462
5,2,12,7,12.069127142429352
2,1,14,7,12.784772485494614
9,2,12,7,12.20333468914032
4,1,12,11,13.849077582359314
8,3,9,9,12.329560488462448
8,2,11,9,12.493298441171646
12,2,10,11,12.680546760559082
1,2,9,13,15.435466349124908
7,1,14,7,12.036485642194748
1,2,11,9,13.905359953641891
13,1,14,7,11.553887784481049
11,1,13,9,12.580192595720291
1,0,16,7,13.475892007350922
3,2,11,9,13.361500293016434
1,0,14,11,16.174362748861313
17,2,10,11,13.08490166068077
9,2,11,9,12.258983075618744
5,0,18,3,11.941566675901413
1,0,13,13,17.224872559309006
1,2,11,9,14.229862570762634
16,0,17,5,11.563773185014725
1,0,15,9,16.10408890247345
14,2,12,7,11.6345594227314
12,3,11,5,11.025555074214935
15,2,14,3,9.049227476119995
4,5,5,9,11.58600527048111
15,0,16,7,12.75784084200859
11,3,6,15,13.966022491455078
11,1,11,13,14.716098219156265
3,3,8,11,11.916714996099472
7,0,14,11,15.063347518444061
11,9,1,1,5.380144953727722
1,0,15,9,16.575483083724976
9,1,13,9,12.677897274494171
8,1,13,9,11.625832736492157
11,3,9,9,11.67164158821106
13,3,9,9,11.73353698849678
3,2,13,5,11.878133684396744
12,3,11,5,11.400556147098541
4,2,12,7,13.492749005556107
2,2,12,7,11.667845129966736
11,2,11,9,12.327708721160889
9,3,9,9,10.650308549404144
15,2,13,5,11.39817214012146
15,3,12,3,10.091700166463852
4,1,14,7,12.310756713151932
2,1,14,7,11.18628853559494
2,2,13,5,12.931323856115341
1,3,11,5,12.20194724202156
8,3,9,9,11.40688106417656
1,2,12,7,12.859617739915848
5,3,11,5,11.30422979593277
6,4,6,11,11.704121232032776
1,2,11,9,14.685572326183319
3,2,10,11,13.186111986637115
1,1,12,11,14.964592695236206
11,2,12,7,10.799408584833145
13,3,12,3,9.49123528599739
16,1,14,7,12.610067337751389
14,2,11,9,12.466901063919067
9,0,17,5,12.458072274923325
1,2,9,13,14.14790028333664
11,1,14,7,11.77503713965416
4,2,12,7,13.346296727657318
4,2,9,13,12.134381920099258
16,2,11,9,12.061893880367279
2,1,10,15,16.160491347312927
1,1,15,5,14.438731282949448
11,2,9,13,12.738783337628128
