Article Count,512,256,128
9,3,11,5,9.850312113761902
1,2,10,11,12.97503051161766
12,1,15,5,11.554529160261154
8,0,16,7,13.67372179031372
9,1,15,5,13.069585174322128
10,3,12,3,10.309693962335587
7,2,12,7,12.985505014657974
3,2,10,11,14.633044302463531
7,4,8,7,10.82298618555069
2,2,13,5,13.323591470718384
5,1,14,7,12.703793942928314
6,2,11,9,12.404725283384323
2,2,12,7,12.258042067289352
13,3,12,3,10.166606724262238
5,2,11,9,13.879760205745697
11,2,13,5,10.788876950740814
8,1,12,11,13.383561193943024
4,2,11,9,12.36055338382721
1,1,17,1,12.506108492612839
8,2,12,7,12.09622660279274
17,2,15,1,8.95933410525322
6,2,13,5,12.418628722429276
4,1,15,5,12.355544745922089
2,0,14,11,16.422507122159004
3,2,11,9,13.989801913499832
10,0,16,7,12.204367518424988
13,2,10,11,13.607955187559128
8,1,14,7,11.71361431479454
14,1,15,5,12.070129841566086
11,4,10,3,9.26397255063057
1,1,7,21,17.247248142957687
8,1,14,7,11.435858309268951
17,0,16,7,13.712474912405014
4,1,12,11,14.452626764774323
6,2,10,11,13.272155165672302
13,3,12,3,9.814626604318619
9,1,14,7,13.14292973279953
8,2,12,7,12.703517407178879
5,0,12,15,14.831815868616104
4,1,12,11,13.360599637031555
8,1,13,9,11.952266693115234
1,1,16,3,12.826059103012085
10,3,11,5,11.138722956180573
6,2,12,7,11.95422938466072
1,0,16,7,13.703886777162552
8,3,11,5,10.652641654014587
1,2,13,5,12.739582985639572
8,0,13,13,13.838471174240112
12,1,16,3,11.006557494401932
12,4,8,7,9.913506627082825
14,1,16,3,10.334131300449371
2,2,10,11,14.365308791399002
7,3,9,9,12.254570603370667
4,1,14,7,12.945754379034042
2,1,13,9,12.680755198001862
11,2,13,5,11.233621805906296
2,2,12,7,12.491319596767426
1,1,12,11,14.435881435871124
2,0,15,9,14.588000059127808
15,1,15,5,10.448394447565079
2,0,10,19,18.155895739793777
1,1,15,5,12.653778493404388
15,2,14,3,9.877158552408218
1,1,13,9,13.937043339014053
10,1,14,7,12.073107272386551
10,0,17,5,11.454974055290222
6,0,16,7,13.360851109027863
9,1,15,5,10.893712908029556
1,1,13,9,14.187411457300186
1,1,11,13,16.428468480706215
4,2,9,13,14.009169220924377
4,0,18,3,13.27276000380516
1,2,11,9,14.418568462133408
12,5,6,7,9.242498576641083
1,1,9,17,16.675616830587387
1,1,16,3,13.132469952106476
19,0,15,9,12.029514014720917
3,2,11,9,13.307267934083939
14,1,14,7,11.838278830051422
11,2,14,3,9.990523278713226
1,0,14,11,14.207876831293106
14,1,14,7,12.309437960386276
5,1,15,5,11.435518682003021
8,3,11,5,10.388042598962784
13,1,16,3,11.291657835245132
12,2,12,7,11.661274820566177
2,3,10,7,11.935129672288895
3,1,15,5,11.705447405576706
3,3,11,5,11.596686244010925
1,1,11,13,15.560102790594101
8,3,9,9,11.351077318191528
1,0,14,11,16.06981074810028
8,5,8,3,9.221269220113754
7,2,13,5,10.698702454566956
6,1,14,7,12.062843948602676
4,2,12,7,12.870676159858704
14,1,13,9,11.994187325239182
7,1,17,1,10.440160900354385
13,2,14,3,10.70184075832367
1,1,13,9,13.749336242675781
3,4,9,5,11.101714104413986
2,2,13,5,11.737366735935211
15,2,12,7,11.9041348695755
3,5,9,1,9.277054965496063
3,0,17,5,12.872616469860077
1,2,12,7,13.748774230480194
8,1,16,3,10.883933007717133
4,1,16,3,12.098931640386581
10,0,17,5,11.442986607551575
11,1,17,1,10.57108747959137
2,2,12,7,13.042708784341812
8,2,9,13,11.966234415769577
3,0,18,3,11.998197376728058
5,2,10,11,13.693095415830612
10,1,15,5,12.382387280464172
10,2,12,7,11.421317011117935
7,0,16,7,13.099113404750824
11,1,12,11,13.129175245761871
10,3,12,3,10.553648859262466
4,2,13,5,11.078238010406494
4,1,13,9,14.33211487531662
11,0,18,3,11.439929515123367
9,2,12,7,11.386182993650436
15,2,14,3,9.999144107103348
3,8,3,1,6.687411189079285
8,2,11,9,11.295529276132584
8,0,16,7,13.980828195810318
12,1,15,5,12.167009592056274
4,0,16,7,13.355644315481186
9,2,11,9,11.987678557634354
13,0,16,7,12.252082139253616
3,0,14,11,14.086854487657547
14,3,10,7,11.287272304296494
1,3,8,11,12.847586870193481
7,0,15,9,13.954813063144684
8,2,13,5,10.28918868303299
3,2,10,11,14.886380761861801
10,2,13,5,11.62031203508377
4,1,15,5,11.844129413366318
1,0,15,9,14.584959089756012
14,0,16,7,13.15487852692604
5,2,11,9,12.847688615322113
9,2,14,3,8.64623510837555
7,2,12,7,12.00115293264389
7,0,17,5,12.703749865293503
5,1,13,9,12.249008357524872
2,1,15,5,12.46507877111435
4,1,12,11,13.54977959394455
12,1,13,9,12.684599667787552
1,2,10,11,14.32453453540802
11,2,12,7,12.076270133256912
7,1,15,5,12.499322712421417
13,3,7,13,13.232527911663055
2,4,9,5,11.348426043987274
2,0,16,7,13.600185573101044
1,3,12,3,12.523876935243607
12,2,14,3,10.478021889925003
14,1,14,7,12.880339056253433
5,4,10,3,11.01292809844017
2,1,13,9,13.868965953588486
4,2,11,9,11.920221269130707
3,2,9,13,14.296800464391708
10,2,11,9,12.777492344379425
13,2,14,3,9.718232244253159
13,2,14,3,11.089650422334671
1,1,16,3,12.991321176290512
9,0,16,7,13.24182391166687
12,1,16,3,10.745326519012451
1,1,13,9,14.139931321144104
14,2,14,3,10.778374940156937
8,0,14,11,13.563320010900497
8,1,15,5,11.43165135383606
11,2,14,3,9.720743745565414
15,2,14,3,9.522506803274155
15,2,14,3,9.803066343069077
7,2,14,3,10.492324560880661
1,0,16,7,14.640728741884232
17,2,13,5,10.615251570940018
5,4,6,11,11.789943993091583
1,0,15,9,14.734281748533249
1,1,14,7,12.935404419898987
10,2,14,3,9.961050420999527
3,0,14,11,14.84044861793518
2,1,11,13,14.345441609621048
1,1,14,7,13.201360672712326
15,2,13,5,9.62355774641037
4,0,15,9,15.45188793540001
3,3,5,17,14.811514347791672
1,0,14,11,16.312256574630737
3,3,10,7,12.096623450517654
10,3,11,5,11.002327680587769
15,2,14,3,11.246822029352188
6,1,17,1,10.89611291885376
6,2,11,9,12.448881298303604
12,2,10,11,13.215614080429077
19,1,13,9,12.784723162651062
1,1,11,13,14.556440740823746
11,2,11,9,12.743074864149094
3,0,16,7,13.979485839605331
5,1,15,5,12.44650912284851
7,3,8,11,12.624276161193848
8,1,17,1,11.07791206240654
5,2,12,7,11.347949504852295
14,1,15,5,12.53566661477089
4,2,14,3,10.4380444586277
6,0,14,11,15.22069999575615
2,0,14,11,15.217122733592987
9,1,13,9,13.044134080410004
5,0,16,7,13.467065632343292
12,1,17,1,9.809360057115555
8,1,12,11,13.936401218175888
15,3,11,5,10.783566623926163
16,1,15,5,11.601023226976395
3,1,14,7,11.935459226369858
2,0,19,1,12.576040238142014
12,2,12,7,11.668510854244232
6,1,15,5,12.40328773856163
8,2,14,3,10.139516770839691
2,2,11,9,13.189339071512222
11,0,17,5,12.912952423095703
1,2,12,7,12.78916671872139
5,2,8,15,13.730645895004272
3,1,13,9,14.042458027601242
1,1,15,5,14.188989162445068
2,2,7,17,15.66983762383461
4,2,8,15,13.557142406702042
1,1,11,13,17.1656084805727
1,1,13,9,14.778673380613327
3,1,13,9,12.99037280678749
2,0,13,13,15.493262648582458
4,3,10,7,12.47422680258751
5,2,13,5,11.452431410551071
2,0,16,7,13.29088419675827
9,2,12,7,12.20333468914032
3,1,12,11,13.9194855093956
8,3,10,7,11.719831675291061
6,3,10,7,11.422658681869507
12,2,10,11,12.680546760559082
1,1,12,11,15.363664299249649
8,1,15,5,11.441524893045425
1,2,11,9,13.844720423221588
13,1,14,7,11.553887784481049
9,1,14,7,12.048375844955444
1,0,16,7,13.475892007350922
3,2,11,9,13.361500293016434
1,1,13,9,14.927756428718567
18,1,13,9,13.031637966632843
9,1,13,9,12.803014516830444
5,0,18,3,11.941566675901413
1,0,14,11,16.50874000787735
1,1,13,9,14.878538459539413
15,0,17,5,11.568642258644104
1,0,16,7,15.425510555505753
13,2,12,7,11.674567729234695
12,4,11,1,9.265944838523865
16,1,16,3,9.517527759075165
4,3,9,9,12.702861607074738
14,0,16,7,12.778904557228088
11,3,7,13,13.352558463811874
9,2,10,11,13.589134752750397
3,3,8,11,11.916714996099472
7,0,15,9,14.46760481595993
11,9,1,1,5.380144953727722
1,0,15,9,16.575483083724976
9,1,13,9,12.677897274494171
8,1,14,7,11.09842073917389
12,3,9,9,11.664199709892273
13,2,12,7,11.718776524066925
3,2,13,5,11.878133684396744
11,3,12,3,10.79871192574501
4,1,14,7,14.086272120475769
2,1,15,5,11.543547302484512
12,1,13,9,12.821869283914566
9,3,10,7,10.131859183311462
15,2,13,5,11.39817214012146
15,3,12,3,10.091700166463852
4,1,14,7,12.310756713151932
2,1,14,7,11.18628853559494
3,1,14,7,14.098435074090958
1,2,13,5,12.793806821107864
8,3,9,9,11.450407862663269
1,2,12,7,12.859617739915848
6,2,13,5,11.850586712360382
6,3,9,9,11.680051624774933
1,2,11,9,14.681315839290619
4,2,11,9,12.6079942882061
1,0,13,13,16.12199541926384
11,2,12,7,10.799408584833145
13,3,12,3,9.49123528599739
16,1,14,7,12.610067337751389
13,2,11,9,12.513375610113144
9,0,17,5,12.458072274923325
1,0,14,11,14.572625070810318
11,0,17,5,11.712194442749023
4,2,12,7,13.346296727657318
4,2,9,13,12.134381920099258
16,0,18,3,11.420854926109314
