128,ss_128,256,ss_256,512,ss_512
9,25.06167683005333,6,12.498113721609116,4,6.018142521381378
2,22.862246125936508,2,11.325272619724274,2,5.324482202529907
1,26.779831796884537,1,13.374877035617828,1,6.399084270000458
17,20.976603507995605,9,10.56146389245987,5,5.138418197631836
14,24.24675115942955,7,11.759109109640121,4,5.593653321266174
4,23.331328749656677,3,11.726221829652786,2,5.608557403087616
1,24.406162828207016,1,12.198559165000916,1,5.891005635261536
8,22.693059593439102,6,11.26483029127121,2,5.453624784946442
2,26.099499553442,1,12.843393981456757,1,6.077792644500732
6,22.159548312425613,5,10.856501460075378,4,5.00432425737381
3,25.22057256102562,1,12.473716467618942,1,6.00168913602829
5,25.73245368897915,2,12.85396757721901,2,6.186445653438568
3,25.69456134736538,1,13.044022738933563,1,6.284689635038376
7,25.36247944831848,3,12.506289899349213,1,6.013460397720337
17,20.91382810473442,6,10.304637968540192,4,4.970292747020721
1,25.964470013976097,1,12.957946628332138,1,6.201542526483536
19,19.876331388950348,9,9.583033174276352,4,4.495885968208313
7,24.86647069454193,4,12.29465588927269,1,5.872799605131149
5,23.377943456172943,4,11.52458393573761,2,5.622157633304596
7,23.911919862031937,5,11.960993111133575,4,5.761814922094345
12,21.59022730588913,7,10.735774964094162,4,5.047244191169739
4,25.62877345085144,3,12.708589166402817,2,6.087275594472885
4,25.942696273326874,3,12.96729201078415,1,6.2938361167907715
8,23.482687920331955,6,11.806724041700363,3,5.613444745540619
1,25.556424736976624,1,12.57888638973236,1,6.031767278909683
8,25.129963755607605,4,12.479743629693985,2,6.009417325258255
6,21.68563413619995,6,10.666655838489532,3,4.9439800679683685
3,26.960578218102455,3,13.4592325091362,2,6.451276481151581
6,23.511927902698517,4,11.666872411966324,3,5.648971415551294
4,23.533108919858932,4,11.630121946334839,4,5.678545534610748
6,21.36704048514366,4,10.90271681547165,3,5.397315084934235
11,24.151778548955917,4,11.988723248243332,3,5.777287095785141
6,23.469687163829803,2,11.67893871665001,1,5.549233078956604
12,22.510397046804428,7,11.107249408960342,6,5.227432906627655
6,22.46867847442627,3,11.111429870128632,2,5.305969685316086
1,24.19075471162796,1,11.925906836986542,1,5.716502785682678
3,22.863835096359253,3,11.125127851963043,3,5.228072553873062
1,24.458296597003937,1,12.193284004926682,1,5.84181347489357
2,21.191102981567383,2,10.604707658290863,2,5.15492382645607
1,24.650426983833313,1,12.35710683465004,1,5.968536406755447
2,24.298812359571457,1,12.206587046384811,1,5.8754850924015045
9,24.394049018621445,6,11.901064068078995,5,5.676959365606308
5,24.745992809534073,2,12.475719571113586,1,6.040046602487564
14,20.840167999267578,8,10.431289404630661,5,5.099779635667801
2,23.843193471431732,2,11.75920096039772,2,5.633080214262009
5,19.22753232717514,5,9.397797465324402,3,4.529940724372864
13,19.97447767853737,4,9.796506345272064,1,4.739602148532867
4,22.483269065618515,3,11.337804108858109,2,5.409731894731522
13,23.201428681612015,7,11.66440936923027,3,5.743613421916962
5,24.121308091404856,4,11.973550544979455,3,5.719405258248863
3,23.230641663074493,2,11.522781252861023,2,5.584484726190567
12,23.896738320589066,7,11.749932140111923,4,5.65919081825127
9,22.45283219218254,6,10.98979389667511,4,5.255156795197189
4,23.42100492119789,2,11.595264911651611,2,5.58638671040535
5,24.508764177560806,3,12.134556919336319,2,5.8173050582408905
1,23.805921852588654,1,11.976947695016861,1,5.798227280378342
9,23.680544286966324,4,11.94699802994728,2,5.857680559158325
15,21.47668105363846,7,10.516740679740906,5,5.047211319208145
4,21.85903298854828,3,10.591728746891022,1,5.033443778753281
3,22.674480348825455,1,11.227452367544174,1,5.405283331871033
4,22.723922550678253,3,11.155407756567001,2,5.295974791049957
1,28.033416211605072,1,13.914424389600754,1,6.721459299325943
2,27.261173635721207,2,13.399255186319351,2,6.441712528467178
8,23.994245648384094,4,11.900384068489075,2,5.7032365798950195
10,23.173383325338364,7,11.510479032993317,1,5.4943133890628815
7,23.681629329919815,6,11.663847893476486,2,5.629830241203308
10,22.728830099105835,5,11.127319902181625,3,5.347595930099487
13,22.550322234630585,7,11.24743789434433,3,5.377697378396988
9,23.645184606313705,4,11.673781305551529,3,5.555640280246735
12,22.949625223875046,8,11.347186923027039,5,5.360223770141602
13,23.33514055609703,6,11.515434384346008,4,5.551713466644287
2,26.406857311725616,1,13.20101124048233,1,6.280775725841522
11,22.428624838590622,7,11.0478176176548,5,5.236296594142914
7,20.14299577474594,3,10.000814884901047,2,4.82340395450592
14,21.63828307390213,4,10.914425373077393,2,5.4826991856098175
7,26.748980969190598,4,13.236495852470398,4,6.383567035198212
5,23.784339785575867,3,11.539654731750488,2,5.467551082372665
6,20.207484662532806,5,9.928094148635864,5,4.701181757387978
8,24.590779274702072,5,12.13352257013321,4,5.682415574789047
1,26.18445536494255,1,13.275594547390938,1,6.40154105424881
11,19.329676419496536,8,9.54404267668724,3,4.693070352077484
8,25.62923513352871,6,12.736776322126389,3,6.036814376711845
8,24.452863186597824,6,12.016927599906921,4,5.591049760580063
10,22.60401952266693,5,11.185605853796005,3,5.402057379484177
5,22.750414043664932,4,11.286499291658401,3,5.368622839450836
5,24.060624927282333,3,12.14675971865654,2,5.8811478316783905
8,25.234592765569687,3,12.571026474237442,1,5.984764516353607
1,23.757622838020325,1,11.830831915140152,1,5.670693665742874
15,21.87868109345436,10,10.802650280696804,7,5.173546001081194
11,24.246511220932007,4,11.957678884267807,3,5.674991995096207
3,25.172449558973312,1,12.669098943471909,1,6.101394534111023
5,24.573019921779633,3,12.205861032009125,2,5.885641515254974
10,22.024338722229004,3,10.927725791931152,1,5.227250725030899
11,22.154471994191635,7,10.927289485931396,5,5.318344533443451
12,24.258328050374985,6,11.8969766497612,3,5.684400826692581
6,23.959418028593063,2,11.993556931614876,2,5.803977191448212
2,23.530265122652054,2,11.828458070755005,1,5.742205172777176
12,24.502558141946793,8,12.070915713906288,5,5.835883602499962
9,21.493497848510742,4,10.683267951011658,2,5.2381273210048676
6,23.243559569120407,3,11.539711356163025,2,5.5143193900585175
1,25.15042532980442,1,12.583439111709595,1,6.177097171545029
1,23.79673433303833,1,11.88681447505951,1,5.699780344963074
1,24.63343957066536,1,12.158178925514221,1,5.846827477216721
1,23.788397014141083,1,11.91666778922081,1,5.7682852149009705
3,23.4902526140213,1,11.634627401828766,1,5.623948246240616
3,25.321784108877182,2,12.52182948589325,2,6.150925159454346
4,26.12055677175522,3,13.029155969619751,1,6.3064447939395905
10,22.543600499629974,7,11.161072880029678,3,5.324429750442505
11,23.538062006235123,6,11.766964584589005,3,5.742649585008621
1,26.204632103443146,1,13.078350007534027,1,6.279254913330078
3,23.3273084461689,1,11.478704661130905,1,5.497150897979736
2,26.879557386040688,2,13.345214873552322,2,6.35802361369133
5,24.30998992919922,2,12.184867233037949,1,5.8791773319244385
7,22.469135254621506,6,11.117301970720291,3,5.404190570116043
7,24.25601217150688,4,12.087177783250809,2,5.8117198050022125
7,23.598956406116486,5,11.740079939365387,3,5.6820051074028015
15,20.742086857557297,8,10.076683014631271,4,4.828351378440857
9,22.617638558149338,4,11.135082572698593,3,5.452543258666992
3,21.301253080368042,2,10.609542965888977,2,5.14459428191185
8,24.1103857755661,3,11.905581057071686,3,5.664790630340576
5,24.990122228860855,2,12.37240269780159,1,5.948610484600067
2,24.402585834264755,1,12.000907510519028,1,5.695555716753006
8,23.865023523569107,5,11.82159811258316,3,5.590508788824081
11,25.05529409646988,4,12.377540647983551,3,5.9219827353954315
3,25.776716455817223,3,12.826699554920197,2,6.228573873639107
3,24.916783720254898,3,12.335265040397644,1,5.974657565355301
2,25.19237619638443,1,12.505325227975845,1,6.034726291894913
1,26.165941268205643,1,12.945000499486923,1,6.210007220506668
4,24.156542509794235,2,12.0313218832016,2,5.762519717216492
5,22.32218399643898,4,11.068797081708908,3,5.338328123092651
11,19.88466563820839,3,9.966892421245575,2,4.972458034753799
5,23.662628054618835,4,11.692879170179367,2,5.5507011115550995
4,22.429302871227264,1,11.4623863697052,1,5.6241563856601715
6,25.32679507136345,2,12.458685100078583,2,6.022256016731262
7,21.65214765071869,4,10.751941353082657,3,5.139834016561508
9,21.63231134414673,3,10.86500769853592,1,5.251446187496185
10,23.995345890522003,4,11.921952724456787,3,5.687493741512299
7,26.254316061735153,5,12.864941775798798,3,6.022527813911438
1,23.683629363775253,1,11.827667564153671,1,5.706709265708923
4,21.234119206666946,2,10.723600298166275,1,5.044499188661575
12,23.258114963769913,4,11.585374116897583,4,5.463874995708466
3,23.195922374725342,1,11.539914458990097,1,5.5576843321323395
11,22.325937807559967,6,10.975378453731537,5,5.202971965074539
8,25.449221551418304,6,12.391119122505188,3,5.883861213922501
2,23.521996587514877,1,11.740414142608643,1,5.740577429533005
7,23.572178900241852,4,11.64770832657814,2,5.608556658029556
1,23.749777793884277,1,11.960217416286469,1,5.752619624137878
4,24.861565440893173,1,12.220467507839203,1,5.987696707248688
10,24.350323408842087,8,12.193291276693344,5,5.864447132357993
2,25.242673695087433,1,13.081456571817398,1,6.255777806043625
9,23.510193943977356,4,11.680672436952591,3,5.6615558713674545
1,26.99452504515648,1,13.58796226978302,1,6.529026135802269
4,25.598732873797417,2,12.779592424631119,1,6.173640042543411
9,21.17552077770233,6,10.57510107755661,4,5.077731639146805
4,23.794276922941208,2,11.81617197394371,2,5.689208805561066
6,26.094604834914207,4,12.91796725988388,3,6.251682728528976
2,23.869726926088333,1,11.770920902490616,1,5.583315700292587
6,22.379438042640686,3,11.097200185060501,2,5.291346192359924
13,22.633893072605133,8,11.072777897119522,4,5.2423926293849945
7,25.181752175092697,4,12.538961499929428,4,6.035992383956909
6,23.273130416870117,6,11.38882777094841,3,5.384405791759491
1,23.784179478883743,1,11.963144421577454,1,5.7954175770282745
10,18.81264665722847,5,9.298316866159439,2,4.410604119300842
1,24.026717573404312,1,11.614904522895813,1,5.581588804721832
4,22.055371046066284,3,10.957337856292725,2,5.203024685382843
3,25.73860166966915,1,12.791188582777977,1,6.0698656141757965
9,24.30952775478363,5,12.039647251367569,3,5.658394068479538
6,24.159419178962708,4,12.070159763097763,2,5.879436254501343
6,23.762926816940308,5,12.008209705352783,3,5.850577354431152
1,23.892459630966187,1,11.84825649857521,1,5.848109155893326
13,21.82250013947487,6,10.813046365976334,3,5.229771673679352
5,21.72394460439682,2,10.720415264368057,2,5.142066329717636
11,21.58664745092392,6,10.575711578130722,3,5.058681279420853
7,21.382398396730423,3,10.539378225803375,3,4.949891597032547
2,27.072817638516426,2,13.888841822743416,1,6.80903172492981
3,23.361959904432297,2,11.54848650097847,2,5.520128279924393
6,24.504262924194336,3,12.208059251308441,1,5.846851289272308
3,23.702356427907944,3,11.962920248508453,2,5.800544798374176
6,23.910878002643585,5,12.029100507497787,2,5.758211761713028
5,26.069865942001343,4,12.8811916410923,2,6.287502586841583
5,21.0416259765625,2,10.583411030516611,2,5.1399464858660355
3,23.53185924887657,2,11.967713624238968,2,5.836613714694977
6,23.453718185424805,4,11.537920653820038,2,5.57254433631897
5,26.254737079143524,2,12.961113393306732,1,6.203889340162277
15,23.114950567483902,5,11.748361974954605,3,5.797627389431
8,25.47745142877102,3,12.878464162349701,3,6.117501595092706
7,22.858733773231506,4,11.347865581512451,3,5.516639441251755
3,26.58843943476677,2,13.168187767267227,1,6.324150919914246
8,22.40888476371765,5,11.113418936729431,4,5.3545971512794495
4,25.039062529802322,2,12.42940890789032,1,6.04565241932869
9,22.901622891426086,6,11.33845591545105,4,5.421048283576965
8,24.19055685400963,5,12.040490448474884,1,5.809384077787399
12,22.86907348036766,7,11.439156621694565,6,5.5225315392017365
1,24.74069118499756,1,12.15682277083397,1,5.810577094554901
2,25.698577791452408,2,12.647289872169495,2,6.06015607714653
10,21.645883217453957,8,10.789704605937004,5,5.086883515119553
17,22.2532801926136,7,11.047977864742279,4,5.285795956850052
6,24.30394220352173,4,11.84868398308754,2,5.672149300575256
18,20.510947704315186,8,10.005601197481155,5,4.887268126010895
5,22.520450919866562,3,11.212324023246765,3,5.491598606109619
7,24.7795572578907,4,12.23272642493248,3,5.835097700357437
5,23.09746152162552,4,11.581592559814453,4,5.588722079992294
12,21.15746119618416,7,10.386022865772247,3,5.052827954292297
11,22.16140040755272,5,10.964211195707321,4,5.3075074553489685
6,22.223229199647903,4,10.946184158325195,3,5.189031720161438
4,22.05986249446869,1,10.966500729322433,1,5.330495357513428
16,22.996341973543167,8,11.336087882518768,4,5.38735243678093
5,23.208910048007965,4,11.4764244556427,4,5.570774674415588
1,23.35922545194626,1,11.511724472045898,1,5.551176995038986
13,22.10965594649315,8,10.883417904376984,6,5.213913708925247
1,26.40389594435692,1,13.071051806211472,1,6.21346241235733
1,26.295260190963745,1,13.089730024337769,1,6.31393463909626
3,24.167134016752243,1,12.06141471862793,1,5.792623281478882
16,21.690578252077103,11,10.565697073936462,5,5.0213963985443115
10,22.09060999751091,6,10.973983377218246,4,5.284761607646942
12,23.98387086391449,6,11.89007580280304,3,5.729128897190094
15,21.1054048538208,5,10.729185819625854,3,5.200890511274338
3,24.43999883532524,1,12.168718218803406,1,5.904833972454071
11,22.250158071517944,6,11.100935876369476,4,5.4230075776577
3,23.142554700374603,2,11.43859252333641,1,5.574594080448151
3,22.428567677736282,2,11.347828596830368,2,5.644896864891052
3,25.069116830825806,1,12.405847311019897,1,5.956066131591797
8,25.001428872346878,2,12.500619947910309,2,5.945179581642151
4,25.315085843205452,3,12.5293647646904,3,5.967658162117004
3,24.701826810836792,1,12.138839840888977,1,5.792866557836533
10,21.142723947763443,6,10.530662536621094,4,5.014784157276154
3,26.782326102256775,1,13.386050686240196,1,6.406335458159447
8,22.703821063041687,5,11.175148129463196,3,5.369633436203003
6,23.024814248085022,2,11.561240822076797,2,5.628995448350906
8,23.393653869628906,5,11.722067832946777,2,5.683207452297211
8,25.428052932024002,7,12.55758312344551,6,5.97569864988327
11,20.199233323335648,6,10.274975182626731,2,5.012071222066879
4,24.624065667390823,3,12.340163767337799,2,5.811991572380066
10,22.944042533636093,6,11.542383223772049,2,5.735568344593048
7,23.167531937360764,4,11.290014266967773,2,5.375945121049881
1,24.54934674501419,1,11.920104712247849,1,5.634983092546463
2,24.237595856189728,1,12.057673007249832,1,5.746080100536346
5,23.782597213983536,4,11.63864403963089,3,5.486711293458939
10,23.993796348571777,4,12.076001167297363,2,5.617915093898773
4,27.598757728934288,1,13.692796930670738,1,6.627340629696846
12,22.82412949204445,8,11.368763774633408,4,5.378464006817544
1,25.331695705652237,1,12.823171809315681,1,6.221683487296104
6,24.22071060538292,4,11.949313759803772,3,5.681971043348312
17,22.675651490688324,11,11.080634325742722,8,5.320929259061813
11,22.701699435710907,4,11.350054115056992,3,5.477399110794067
4,22.36000007390976,2,11.020486235618591,2,5.309836238622665
9,22.670281916856766,4,11.421812891960144,4,5.6013830453157425
2,25.784168124198914,2,12.981480717658997,2,6.214503258466721
1,28.024176329374313,1,13.880919069051743,1,6.7227761298418045
16,19.791556254029274,8,9.610690951347351,6,4.735515147447586
4,22.72174170613289,1,11.292660862207413,1,5.432989448308945
7,24.693129420280457,5,12.211425930261612,6,5.672370940446854
2,26.597143292427063,1,13.458982676267624,1,6.432785823941231
10,23.04153510928154,7,11.358260482549667,5,5.342818051576614
7,23.325721710920334,4,11.784117937088013,2,5.729847028851509
7,24.04059711098671,4,11.994507521390915,2,5.886630266904831
4,23.34206759929657,3,11.553437381982803,2,5.542447924613953
12,22.081583976745605,5,10.928559452295303,1,5.226551741361618
29,20.40319049358368,12,9.779679775238037,7,4.659683346748352
6,24.409474849700928,3,12.433456391096115,1,6.1611733585596085
3,23.450221568346024,2,11.470109939575195,2,5.4741374254226685
10,22.821351557970047,4,11.419954001903534,2,5.5411801636219025
5,21.626438587903976,2,11.121044218540192,2,5.463053941726685
10,19.839119106531143,8,9.595121830701828,5,4.7045228481292725
2,24.169769257307053,1,12.134776592254639,1,5.791884183883667
3,26.84062945842743,3,13.230445861816406,2,6.339123219251633
9,24.34140032529831,3,12.18945050239563,2,5.892002582550049
6,24.955031633377075,4,12.36619120836258,4,5.946290284395218
4,24.81585893034935,3,12.163690191459878,1,5.834663897752762
5,23.894349455833435,3,11.914719253778458,2,5.750675320625305
14,21.656745851039886,5,10.812526196241379,3,5.196054220199585
9,23.504380464553833,9,11.650570303201675,5,5.579571336507797
10,22.914047807455063,5,11.292859673500061,2,5.3600112199783325
7,25.026743412017822,4,12.406856268644333,4,5.983972907066345
7,25.782231628894806,4,12.725938573479652,3,6.157383590936661
8,24.746854200959206,5,12.570922762155533,3,6.150744259357452
8,20.053932458162308,6,9.797157913446426,5,4.721352346989601
9,24.28738135099411,7,12.141437709331512,2,5.8782282173633575
